document,row_1based_pre_sanity_v13,decision,reason,target,probe,fact
arxiv/fa3,255,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, warp-specialization.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", when the authors ablate non-causal FP16 \textsc{FlashAttention-3} with fixed parameters $\{\text{batch}, \text{seqlen}, \text{nheads}, \text{hdim}\} = \{ 4, 8448, 16, 128\}$, the other technique ablated together with the 2-stage WGMMA-softmax pipelining is","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", when the authors ablate non-causal FP16 \textsc{FlashAttention-3} with fixed parameters $\{\text{batch}, \text{seqlen}, \text{nheads}, \text{hdim}\} = \{ 4, 8448, 16, 128\}$, the other technique ablated together with the 2-stage WGMMA-softmax pipelining is warp-specialization.
"
arxiv/fa3,261,still_dropped_hard_criteria,hard drop from reviewer/judge list," $\mathcal{N}(0, 1) + \mathcal{N}(0, 100) \cdot \mathrm{Bernoulli}(0.001)$","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the distribution used to generate the entries of $\mathbf{Q}, \mathbf{K}, \mathbf{V}$ when simulating outlier features and activations in LLMs is","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", the distribution used to generate the entries of $\mathbf{Q}, \mathbf{K}, \mathbf{V}$ when simulating outlier features and activations in LLMs is $\mathcal{N}(0, 1) + \mathcal{N}(0, 100) \cdot \mathrm{Bernoulli}(0.001)$
"
arxiv/fa3,282,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion,the product of random diagonal matrices of $\pm 1$ and a Hadamard matrix.,"According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the low-precision attention technique, $\mathbf{M}$ is chosen as","According to the paper ""FlashAttention-3: Fast and Accurate Attention with Asynchrony and Low-precision"", in the low-precision attention technique, $\mathbf{M}$ is chosen as the product of random diagonal matrices of $\pm 1$ and a Hadamard matrix."
arxiv/xLSTM,4,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, LSTMs.,"According to the paper, Transformer technology with parallelizable self-attention at its core outpaced at scale","According to the paper, Transformer technology with parallelizable self-attention at its core outpaced at scale LSTMs.
"
arxiv/xLSTM,5,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, exponential gating.,"In the paper ""xLSTM: Extended Long Short-Term Memory"", the authors first introduce, along with appropriate normalization and stabilization techniques,","In the paper ""xLSTM: Extended Long Short-Term Memory"", the authors first introduce, along with appropriate normalization and stabilization techniques, exponential gating.
"
arxiv/xLSTM,35,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, exponential gating.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", the mechanism by which the new xLSTM remediates LSTM’s limitation of struggling to revise a stored value when a more similar vector is found is","According to the paper ""xLSTM: Extended Long Short-Term Memory"", the mechanism by which the new xLSTM remediates LSTM’s limitation of struggling to revise a stored value when a more similar vector is found is exponential gating.
"
arxiv/xLSTM,73,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, a matrix $\mathbf{C} \in \mathbb{R}^{d \times d}$.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", to enhance the storage capacities of LSTMs, the LSTM memory cell is increased to","According to the paper ""xLSTM: Extended Long Short-Term Memory"", to enhance the storage capacities of LSTMs, the LSTM memory cell is increased to a matrix $\mathbf{C} \in \mathbb{R}^{d \times d}$.
"
arxiv/xLSTM,94,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, a parallel version.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", because mLSTM has no memory mixing, its recurrence can be reformulated into","According to the paper ""xLSTM: Extended Long Short-Term Memory"", because mLSTM has no memory mixing, its recurrence can be reformulated into a parallel version.
"
arxiv/xLSTM,122,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, the attention softmax.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", Performer uses a positive orthogonal random features approach to linearly approximate","According to the paper ""xLSTM: Extended Long Short-Term Memory"", Performer uses a positive orthogonal random features approach to linearly approximate the attention softmax.
"
arxiv/xLSTM,131,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, language modeling.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", RNNs with Deep Linear Recurrent Units (LRUs), as well as Hierarchically Gated Linear RNN (HGRN) and HGRN2, showed promising results for","According to the paper ""xLSTM: Extended Long Short-Term Memory"", RNNs with Deep Linear Recurrent Units (LRUs), as well as Hierarchically Gated Linear RNN (HGRN) and HGRN2, showed promising results for language modeling.
"
arxiv/xLSTM,135,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, gating.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", the key idea of LSTM that was rediscovered and reinterpreted in many recent approaches is","According to the paper ""xLSTM: Extended Long Short-Term Memory"", the key idea of LSTM that was rediscovered and reinterpreted in many recent approaches is gating.
"
arxiv/xLSTM,150,still_dropped_hard_criteria,hard drop from reviewer/judge list,\citet{Brown:20short},"According to the paper ""xLSTM: Extended Long Short-Term Memory"", after comparing validation set perplexity for language modeling methods trained on 15B tokens from SlimPajama and performing xLSTM ablations, the paper assesses scaling behavior analogously to","According to the paper ""xLSTM: Extended Long Short-Term Memory"", after comparing validation set perplexity for language modeling methods trained on 15B tokens from SlimPajama and performing xLSTM ablations, the paper assesses scaling behavior analogously to \citet{Brown:20short}
"
arxiv/xLSTM,151,still_dropped_hard_criteria,hard drop from reviewer/judge list, the ratio $a/b$ of mLSTM-based versus sLSTM-based xLSTM blocks,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", for all experiments, the notation xLSTM[$a$:$b$] denotes","According to the paper ""xLSTM: Extended Long Short-Term Memory"", for all experiments, the notation xLSTM[$a$:$b$] denotes the ratio $a/b$ of mLSTM-based versus sLSTM-based xLSTM blocks
"
arxiv/xLSTM,164,still_dropped_hard_criteria,hard drop from reviewer/judge list, length extrapolation.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", the implemented and extended formal language tasks from Deletang et al. (2023) enable multi-length training for","According to the paper ""xLSTM: Extended Long Short-Term Memory"", the implemented and extended formal language tasks from Deletang et al. (2023) enable multi-length training for length extrapolation.
"
arxiv/xLSTM,184,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, Transformer.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", in the comparison of methods trained on 15B tokens from SlimPajama and evaluated by perplexity on the validation set, GPT-3 is classified as a","According to the paper ""xLSTM: Extended Long Short-Term Memory"", in the comparison of methods trained on 15B tokens from SlimPajama and evaluated by perplexity on the validation set, GPT-3 is classified as a Transformer.
"
arxiv/xLSTM,186,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, RNN.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", in the comparison of methods trained on 15B tokens from SlimPajama and evaluated by perplexity on the validation set, HGRN2 is a","According to the paper ""xLSTM: Extended Long Short-Term Memory"", in the comparison of methods trained on 15B tokens from SlimPajama and evaluated by perplexity on the validation set, HGRN2 is a RNN.
"
arxiv/xLSTM,201,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, 300B tokens.,"In the paper ""xLSTM: Extended Long Short-Term Memory"", the number of tokens from SlimPajama used to train xLSTM in the large-scale language modeling experiments is","In the paper ""xLSTM: Extended Long Short-Term Memory"", the number of tokens from SlimPajama used to train xLSTM in the large-scale language modeling experiments is 300B tokens.
"
arxiv/xLSTM,208,restored_for_review_or_repair,previously repair/review class; duplicate/repairable wording is not a drop criterion, 571.,"According to the paper ""xLSTM: Extended Long Short-Term Memory"", the authors test the models' language modeling performance on text domains of the PALOMA benchmark totaling","According to the paper ""xLSTM: Extended Long Short-Term Memory"", the authors test the models' language modeling performance on text domains of the PALOMA benchmark totaling 571.
"
